data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;log_faturamento
2021-05-18 23:18:15.225659;141;28370.2;353;2021;5;1;10.25312982511068
2021-05-19 23:18:15.225659;129;26191.4;326;2021;5;2;10.173224571333032
2021-05-20 23:18:15.225659;141;26008.6;338;2021;5;3;10.166220979623944
2021-05-21 23:18:15.225659;127;25737.7;313;2021;5;4;10.155750974824189
2021-05-22 23:18:15.225659;130;24728.1;333;2021;5;5;10.115735966808334
2021-05-23 23:18:15.225659;147;28846.50001;377;2021;5;6;10.269778613415474
2021-05-24 23:18:15.225659;140;27806.30001;358;2021;5;0;10.233053855495703
2021-05-25 23:18:15.225659;138;26224.6;346;2021;5;1;10.174491311935096
2021-05-26 23:18:15.225659;149;25484.0;343;2021;5;2;10.145845322774143
2021-05-27 23:18:15.225659;131;27757.9;346;2021;5;3;10.231311788475406
2021-05-28 23:18:15.225659;158;33689.20001;419;2021;5;4;10.424962273159467
2021-05-29 23:18:15.225659;117;23322.60001;289;2021;5;5;10.05722100290671
2021-05-30 23:18:15.225659;131;26756.1;336;2021;5;6;10.194555137667095
2021-05-31 23:18:15.225659;150;35843.5;384;2021;5;0;10.486945417242831
2021-06-01 23:18:15.225659;145;27051.3;360;2021;6;1;10.205527308386408
2021-06-02 23:18:15.225659;150;29431.8;368;2021;6;2;10.28986497771447
2021-06-03 23:18:15.225659;140;29685.2;366;2021;6;3;10.298437570344525
2021-06-04 23:18:15.225659;151;25651.60002;382;2021;6;4;10.152400210763945
2021-06-05 23:18:15.225659;128;26420.2;333;2021;6;5;10.181921997181114
2021-06-06 23:18:15.225659;130;25584.70002;339;2021;6;6;10.149788881427728
2021-06-07 23:18:15.225659;133;28379.4;361;2021;6;0;10.253454045047407
2021-06-08 23:18:15.225659;151;31510.1;372;2021;6;1;10.35809514369452
2021-06-09 23:18:15.225659;141;25565.4;311;2021;6;2;10.149034268385124
2021-06-10 23:18:15.225659;125;24617.1;310;2021;6;3;10.111237223730397
2021-06-11 23:18:15.225659;147;28537.8;365;2021;6;4;10.259019843895983
2021-06-12 23:18:15.225659;121;25890.6;310;2021;6;5;10.161673870758797
2021-06-13 23:18:15.225659;137;25724.2;328;2021;6;6;10.155226335210415
2021-06-14 23:18:15.225659;135;31030.00001;354;2021;6;0;10.342741984122625
2021-06-15 23:18:15.225659;127;22396.7;312;2021;6;1;10.016713553999898
2021-06-16 23:18:15.225659;163;30548.5;389;2021;6;2;10.327103597853696
2021-06-17 23:18:15.225659;142;28689.4;345;2021;6;3;10.264317851018339
2021-06-18 23:18:15.225659;117;26344.5;295;2021;6;4;10.179052761396672
2021-06-19 23:18:15.225659;148;31480.6;362;2021;6;5;10.357158527160966
2021-06-20 23:18:15.225659;128;27913.8;321;2021;6;6;10.236912293111953
2021-06-21 23:18:15.225659;133;27644.3;334;2021;6;0;10.2272110105851
2021-06-22 23:18:15.225659;124;23502.5;304;2021;6;1;10.064904625212574
2021-06-23 23:18:15.225659;146;25718.5;357;2021;6;2;10.155004738038178
2021-06-24 23:18:15.225659;124;23887.5;293;2021;6;3;10.081152450571308
2021-06-25 23:18:15.225659;132;25850.8;326;2021;6;4;10.16013551000751
2021-06-26 23:18:15.225659;126;24102.0;330;2021;6;5;10.09009159305939
2021-06-27 23:18:15.225659;139;30325.0;339;2021;6;6;10.319760709360885
2021-06-28 23:18:15.225659;125;23702.20001;316;2021;6;0;10.073365339527625
2021-06-29 23:18:15.225659;131;26629.70001;339;2021;6;1;10.189819964981456
2021-06-30 23:18:15.225659;139;27335.7;358;2021;6;2;10.215985400725096
2021-07-01 23:18:15.225659;149;28385.3;367;2021;7;3;10.253661913393506
2021-07-02 23:18:15.225659;120;27077.0;317;2021;7;4;10.206476869055056
2021-07-03 23:18:15.225659;137;29567.50001;339;2021;7;5;10.294464884809793
2021-07-04 23:18:15.225659;110;21091.0;274;2021;7;6;9.95664910065036
2021-07-05 23:18:15.225659;135;26474.70001;350;2021;7;0;10.183982610535551
2021-07-06 23:18:15.225659;144;24194.2;340;2021;7;1;10.093909545363951
2021-07-07 23:18:15.225659;137;29001.3;360;2021;7;2;10.27513041616854
2021-07-08 23:18:15.225659;140;29252.9;356;2021;7;3;10.283768177105237
2021-07-09 23:18:15.225659;133;27085.6;353;2021;7;4;10.206794419635038
2021-07-10 23:18:15.225659;134;26599.4;339;2021;7;5;10.188681532250712
2021-07-11 23:18:15.225659;150;28914.3;369;2021;7;6;10.272126145776262
2021-07-12 23:18:15.225659;129;22827.80001;333;2021;7;0;10.03577817616256
2021-07-13 23:18:15.225659;131;26004.3;312;2021;7;1;10.166055642383661
2021-07-14 23:18:15.225659;138;25626.60001;350;2021;7;2;10.151425175098483
2021-07-15 23:18:15.225659;124;26976.8;310;2021;7;3;10.20276958455415
2021-07-16 23:18:15.225659;142;27702.00002;363;2021;7;4;10.229295990282097
2021-07-17 23:18:15.225659;158;28513.2;391;2021;7;5;10.258157487787646
2021-07-18 23:18:15.225659;152;31145.4;366;2021;7;6;10.346453947713458
2021-07-19 23:18:15.225659;154;30580.8;383;2021;7;0;10.328160339752062
2021-07-20 23:18:15.225659;145;27448.4;363;2021;7;1;10.220099588775291
2021-07-21 23:18:15.225659;145;26235.6;362;2021;7;2;10.174910661491966
2021-07-22 23:18:15.225659;149;30104.9;389;2021;7;3;10.312476444817909
2021-07-23 23:18:15.225659;138;28891.9;355;2021;7;4;10.271351169177057
2021-07-24 23:18:15.225659;153;29835.5;385;2021;7;5;10.303487755213226
2021-07-25 23:18:15.225659;147;28668.9;360;2021;7;6;10.263603070904818
2021-07-26 23:18:15.225659;134;28576.6;347;2021;7;0;10.260378473150219
2021-07-27 23:18:15.225659;136;24500.00001;322;2021;7;1;10.106469212434533
2021-07-28 23:18:15.225659;135;30011.5;338;2021;7;2;10.30936924052951
2021-07-29 23:18:15.225659;135;25513.0;339;2021;7;3;10.146982600098235
2021-07-30 23:18:15.225659;134;24774.4;324;2021;7;4;10.117606504375624
2021-07-31 23:18:15.225659;139;29487.0;330;2021;7;5;10.291738679909605
2021-08-01 23:18:15.225659;155;32532.7;400;2021;8;6;10.390031754161367
2021-08-02 23:18:15.225659;130;25456.20002;313;2021;8;0;10.144753890415558
2021-08-03 23:18:15.225659;148;28596.9;380;2021;8;1;10.261088567538655
2021-08-04 23:18:15.225659;125;21326.1;287;2021;8;2;9.967733843478614
2021-08-05 23:18:15.225659;142;25298.6;338;2021;8;3;10.138543864313949
2021-08-06 23:18:15.225659;126;25906.5;328;2021;8;4;10.162287781058373
2021-08-07 23:18:15.225659;146;29960.9;359;2021;8;5;10.307681853510847
2021-08-08 23:18:15.225659;146;27283.9;352;2021;8;6;10.214088714596206
2021-08-09 23:18:15.225659;153;28491.6;379;2021;8;0;10.257399683419266
2021-08-10 23:18:15.225659;128;26638.3;327;2021;8;1;10.190142848032822
2021-08-11 23:18:15.225659;155;35808.8;405;2021;8;2;10.485976877944768
2021-08-12 23:18:15.225659;129;24049.20001;317;2021;8;3;10.087898591923443
2021-08-13 23:18:15.225659;132;31226.0;357;2021;8;4;10.349038384183578
2021-08-14 23:18:15.225659;131;24835.70001;324;2021;8;5;10.120077677383124
2021-08-15 23:18:15.225659;126;25888.3;335;2021;8;6;10.16158503491386
2021-08-16 23:18:15.225659;129;24102.4;314;2021;8;0;10.090108188366237
2021-08-17 23:18:15.225659;140;27905.5;359;2021;8;1;10.236614915585411
2021-08-18 23:18:15.225659;134;24434.2;355;2021;8;2;10.103779994651319
2021-08-19 23:18:15.225659;154;29539.90001;392;2021;8;3;10.293531023122938
2021-08-20 23:18:15.225659;148;28608.2;377;2021;8;4;10.261483623402244
2021-08-21 23:18:15.225659;148;28315.0;365;2021;8;5;10.25118229489408
2021-08-22 23:18:15.225659;121;23904.4;287;2021;8;6;10.081859653821278
2021-08-23 23:18:15.225659;132;26087.90001;320;2021;8;0;10.169265215877452
2021-08-24 23:18:15.225659;135;24493.0;330;2021;8;1;10.106183468581232
2021-08-25 23:18:15.225659;146;26168.8;362;2021;8;2;10.172361353156433
2021-08-26 23:18:15.225659;134;28183.70001;360;2021;8;3;10.246534556854277
2021-08-27 23:18:15.225659;150;29926.3;386;2021;8;4;10.306526386286388
2021-08-28 23:18:15.225659;143;26501.0;351;2021;8;5;10.184975480824582
2021-08-29 23:18:15.225659;143;30685.0;367;2021;8;6;10.331561803505151
2021-08-30 23:18:15.225659;140;29688.7;367;2021;8;0;10.298555463294496
2021-08-31 23:18:15.225659;140;28491.8;345;2021;8;1;10.257406702761061
2021-09-01 23:18:15.225659;149;29519.1;371;2021;9;2;10.292826666242547
2021-09-02 23:18:15.225659;141;31669.3;367;2021;9;3;10.363134612174905
2021-09-03 23:18:15.225659;152;30482.2;367;2021;9;4;10.324930991166486
2021-09-04 23:18:15.225659;136;25506.2;344;2021;9;5;10.146716044233605
2021-09-05 23:18:15.225659;127;26716.30001;327;2021;9;6;10.193066575014996
2021-09-06 23:18:15.225659;141;28173.6;358;2021;9;0;10.246176141824058
2021-09-07 23:18:15.225659;144;31576.6;381;2021;9;1;10.360203287454928
2021-09-08 23:18:15.225659;137;26628.3;339;2021;9;2;10.189767392319045
2021-09-09 23:18:15.225659;165;34062.3;409;2021;9;3;10.435975837368336
2021-09-10 23:18:15.225659;139;27738.1;347;2021;9;4;10.230598249218492
2021-09-11 23:18:15.225659;149;28015.30001;384;2021;9;5;10.240541762991999
2021-09-12 23:18:15.225659;144;33450.0;369;2021;9;6;10.417836960475736
2021-09-13 23:18:15.225659;129;23368.90001;311;2021;9;0;10.059204148961491
2021-09-14 23:18:15.225659;134;28607.80001;329;2021;9;1;10.261469642137609
2021-09-15 23:18:15.225659;137;27097.0;357;2021;9;2;10.207215203406376
2021-09-16 23:18:15.225659;156;27683.4;370;2021;9;3;10.22862435663645
2021-09-17 23:18:15.225659;133;23578.6;334;2021;9;4;10.068137210419065
2021-09-18 23:18:15.225659;145;28578.00001;363;2021;9;5;10.26042746171847
2021-09-19 23:18:15.225659;141;25962.20001;342;2021;9;6;10.164435430170434
2021-09-20 23:18:15.225659;152;30643.3;379;2021;9;0;10.330201953433459
2021-09-21 23:18:15.225659;147;31721.6;385;2021;9;1;10.364784639602771
2021-09-22 23:18:15.225659;131;25266.8;307;2021;9;2;10.13728613683767
2021-09-23 23:18:15.225659;130;26672.2;336;2021;9;3;10.19141459498031
2021-09-24 23:18:15.225659;139;26574.70001;323;2021;9;4;10.187752543785152
2021-09-25 23:18:15.225659;147;31959.0;379;2021;9;5;10.37224039988021
2021-09-26 23:18:15.225659;139;27628.5;341;2021;9;6;10.226639321481555
2021-09-27 23:18:15.225659;151;24542.60001;354;2021;9;0;10.108206407179559
2021-09-28 23:18:15.225659;145;33168.90001;387;2021;9;1;10.409398117465647
2021-09-29 23:18:15.225659;129;30621.30001;352;2021;9;2;10.329483781021672
2021-09-30 23:18:15.225659;143;29742.1;379;2021;9;3;10.300352451300101
2021-10-01 23:18:15.225659;137;26350.4;349;2021;10;4;10.179276683487902
2021-10-02 23:18:15.225659;141;26160.5;344;2021;10;5;10.172044143376834
2021-10-03 23:18:15.225659;136;29163.6;358;2021;10;6;10.280710924024254
2021-10-04 23:18:15.225659;144;30149.4;352;2021;10;0;10.313953469065668
2021-10-05 23:18:15.225659;144;30079.5;359;2021;10;1;10.311632400266053
2021-10-06 23:18:15.225659;139;26417.5;345;2021;10;2;10.18181980129422
2021-10-07 23:18:15.225659;160;33330.1;402;2021;10;3;10.414246174057519
2021-10-08 23:18:15.225659;127;29373.9;339;2021;10;4;10.287895847185347
2021-10-09 23:18:15.225659;133;29828.5;334;2021;10;5;10.30325311571897
2021-10-10 23:18:15.225659;151;27644.6;348;2021;10;6;10.227221862280405
2021-10-11 23:18:15.225659;148;27957.8;368;2021;10;0;10.238487276971787
2021-10-12 23:18:15.225659;129;24912.6;317;2021;10;1;10.12316911808716
2021-10-13 23:18:15.225659;123;23294.2;312;2021;10;2;10.056002609747418
2021-10-14 23:18:15.225659;146;25943.7;351;2021;10;3;10.163722628813424
2021-10-15 23:18:15.225659;133;25269.3;336;2021;10;4;10.137385072096496
2021-10-16 23:18:15.225659;128;25492.5;319;2021;10;5;10.146178796692707
2021-10-17 23:18:15.225659;127;24274.2;319;2021;10;6;10.097210532054525
2021-10-18 23:18:15.225659;145;30644.5;363;2021;10;0;10.330241111662076
2021-10-19 23:18:15.225659;121;25990.9;311;2021;10;1;10.165540230003893
2021-10-20 23:18:15.225659;122;23581.7;298;2021;10;2;10.068268671353094
2021-10-21 23:18:15.225659;109;19353.9;266;2021;10;3;9.87070089637479
2021-10-22 23:18:15.225659;132;27084.6;331;2021;10;4;10.20675750032956
2021-10-23 23:18:15.225659;130;22882.2;320;2021;10;5;10.038158295854076
2021-10-24 23:18:15.225659;115;23821.7;292;2021;10;6;10.078394186611595
2021-10-25 23:18:15.225659;145;30201.3;370;2021;10;0;10.315673359403414
2021-10-26 23:18:15.225659;138;27361.8;343;2021;10;1;10.216939705681476
2021-10-27 23:18:15.225659;121;22474.1;306;2021;10;2;10.020163308718132
2021-10-28 23:18:15.225659;115;22178.1;267;2021;10;3;10.006905682984602
2021-10-29 23:18:15.225659;124;24221.4;302;2021;10;4;10.095033103857615
2021-10-30 23:18:15.225659;150;29372.4;359;2021;10;5;10.287844781877913
2021-10-31 23:18:15.225659;158;29560.4;401;2021;10;6;10.29422473523968
2021-11-01 23:18:15.225659;148;26752.7;357;2021;11;0;10.194428060516143
2021-11-02 23:18:15.225659;128;27080.7;326;2021;11;1;10.206613502012985
2021-11-03 23:18:15.225659;135;24333.4;334;2021;11;2;10.099646266118105
2021-11-04 23:18:15.225659;137;28711.2;347;2021;11;3;10.265077398531798
2021-11-05 23:18:15.225659;152;30337.6;377;2021;11;4;10.32017610813319
2021-11-06 23:18:15.225659;143;25885.7;368;2021;11;5;10.161484602280897
2021-11-07 23:18:15.225659;125;23840.40001;325;2021;11;6;10.079178844706703
2021-11-08 23:18:15.225659;134;26374.1;338;2021;11;0;10.180175662240375
2021-11-09 23:18:15.225659;144;30973.4;383;2021;11;1;10.340916335849686
2021-11-10 23:18:15.225659;143;28329.6;376;2021;11;2;10.251697771562522
2021-11-11 23:18:15.225659;166;31997.7;390;2021;11;3;10.373450555956646
2021-11-12 23:18:15.225659;147;28424.40001;351;2021;11;4;10.255038390991137
2021-11-13 23:18:15.225659;108;20532.60001;255;2021;11;5;9.929817848269165
2021-11-14 23:18:15.225659;176;32570.9;416;2021;11;6;10.391205232460733
2021-11-15 23:18:15.225659;144;30201.7;379;2021;11;0;10.315686603340174
2021-11-16 23:18:15.225659;147;30159.6;356;2021;11;1;10.314291715823215
2021-11-17 23:18:15.225659;151;28705.80001;373;2021;11;2;10.264889307829591
2021-11-18 23:18:15.225659;128;28549.1;326;2021;11;3;10.259415717704993
2021-11-19 23:18:15.225659;134;25381.8;322;2021;11;4;10.14182705827228
2021-11-20 23:18:15.225659;139;29582.80001;354;2021;11;5;10.294982193531045
2021-11-21 23:18:15.225659;151;29029.5;376;2021;11;6;10.276102280432184
2021-11-22 23:18:15.225659;149;29775.5;368;2021;11;0;10.301474770788333
2021-11-23 23:18:15.225659;160;33106.50001;412;2021;11;1;10.407515122103167
2021-11-24 23:18:15.225659;142;30373.4;387;2021;11;2;10.321355427361334
2021-11-25 23:18:15.225659;142;27038.1;364;2021;11;3;10.205039245579306
2021-11-26 23:18:15.225659;141;23584.1;337;2021;11;4;10.068370435692414
2021-11-27 23:18:15.225659;122;22442.0;292;2021;11;5;10.018734040540515
2021-11-28 23:18:15.225659;143;30125.5;365;2021;11;6;10.31316046208447
2021-11-29 23:18:15.225659;140;28578.5;376;2021;11;0;10.26044495657925
2021-11-30 23:18:15.225659;126;20728.8;300;2021;11;1;9.939327557529932
2021-12-01 23:18:15.225659;153;29666.5;369;2021;12;2;10.297807449539294
2021-12-02 23:18:15.225659;128;27331.5;356;2021;12;3;10.21583174930864
2021-12-03 23:18:15.225659;148;31130.30001;382;2021;12;4;10.345969023244717
2021-12-04 23:18:15.225659;143;27888.00001;357;2021;12;5;10.235987625192074
2021-12-05 23:18:15.225659;134;24090.0;320;2021;12;6;10.089593605747774
2021-12-06 23:18:15.225659;138;27109.7;340;2021;12;0;10.20768376288972
2021-12-07 23:18:15.225659;127;28823.1;316;2021;12;1;10.268967121753024
2021-12-08 23:18:15.225659;126;22864.7;328;2021;12;2;10.037393250099816
2021-12-09 23:18:15.225659;122;26280.1;290;2021;12;3;10.17660532864799
2021-12-10 23:18:15.225659;132;29146.80001;320;2021;12;4;10.280134717575473
2021-12-11 23:18:15.225659;142;25558.00001;335;2021;12;5;10.1487447844867
2021-12-12 23:18:15.225659;141;28776.3;365;2021;12;6;10.267342160891033
2021-12-13 23:18:15.225659;134;27708.0;334;2021;12;0;10.22951254915098
2021-12-14 23:18:15.225659;138;27747.9;338;2021;12;1;10.23095147874927
2021-12-15 23:18:15.225659;137;28250.8;352;2021;12;2;10.248912451358917
2021-12-16 23:18:15.225659;147;29575.0;357;2021;12;3;10.294718500616467
2021-12-17 23:18:15.225659;140;29584.6;358;2021;12;4;10.295043035452721
2021-12-18 23:18:15.225659;119;24300.3;302;2021;12;5;10.098285125840063
2021-12-19 23:18:15.225659;129;23688.2;328;2021;12;6;10.072774527059623
2021-12-20 23:18:15.225659;145;27855.8;354;2021;12;0;10.234832380722523
2021-12-21 23:18:15.225659;133;28666.8;333;2021;12;1;10.263529820669772
2021-12-22 23:18:15.225659;139;27531.0;344;2021;12;2;10.223104243518256
2021-12-23 23:18:15.225659;158;34207.6;407;2021;12;3;10.440232353427733
2021-12-24 23:18:15.225659;138;23546.90001;321;2021;12;4;10.06679192391865
2021-12-25 23:18:15.225659;125;26376.3;310;2021;12;5;10.180259070767807
2021-12-26 23:18:15.225659;139;27593.5;352;2021;12;6;10.225371756484948
2021-12-27 23:18:15.225659;150;31116.70001;405;2021;12;0;10.345532068427385
2021-12-28 23:18:15.225659;123;22293.2;318;2021;12;1;10.012081833932923
2021-12-29 23:18:15.225659;126;23825.4;321;2021;12;2;10.078549488600823
2021-12-30 23:18:15.225659;151;31702.1;387;2021;12;3;10.364169746882173
2021-12-31 23:18:15.225659;138;28711.2;357;2021;12;4;10.265077398531798
2022-01-01 23:18:15.225659;125;26694.7;312;2022;1;5;10.19225778272947
2022-01-02 23:18:15.225659;131;22386.4;316;2022;1;6;10.016253579580654
2022-01-03 23:18:15.225659;137;30633.8;366;2022;1;0;10.329891896657948
2022-01-04 23:18:15.225659;151;30755.4;379;2022;1;1;10.333853381659905
2022-01-05 23:18:15.225659;128;25974.9;319;2022;1;2;10.16492446406785
2022-01-06 23:18:15.225659;143;29253.9;373;2022;1;3;10.283802359997386
2022-01-07 23:18:15.225659;142;29086.0;369;2022;1;4;10.278046617948409
2022-01-08 23:18:15.225659;145;26745.3;340;2022;1;5;10.19415142500036
2022-01-09 23:18:15.225659;136;28697.4;341;2022;1;6;10.264596651064751
2022-01-10 23:18:15.225659;143;31364.7;383;2022;1;0;10.353470218152042
2022-01-11 23:18:15.225659;135;21916.8;344;2022;1;1;9.995054371061547
2022-01-12 23:18:15.225659;134;26104.6;322;2022;1;2;10.169905129683185
2022-01-13 23:18:15.225659;120;24059.9;301;2022;1;3;10.088343395312855
2022-01-14 23:18:15.225659;151;29951.0;390;2022;1;4;10.30735137927732
2022-01-15 23:18:15.225659;132;22438.1;329;2022;1;5;10.018560251880455
2022-01-16 23:18:15.225659;132;25233.4;350;2022;1;6;10.135963421990805
2022-01-17 23:18:15.225659;131;27537.7;346;2022;1;0;10.223347567101687
2022-01-18 23:18:15.225659;134;25962.7;318;2022;1;1;10.164454687626584
2022-01-19 23:18:15.225659;141;33230.9;353;2022;1;2;10.411265536963556
2022-01-20 23:18:15.225659;138;25827.0;344;2022;1;3;10.159214453746358
2022-01-21 23:18:15.225659;133;27592.1;332;2022;1;4;10.225321020450032
2022-01-22 23:18:15.225659;124;29361.7;333;2022;1;5;10.28748044035308
2022-01-23 23:18:15.225659;142;29678.7;352;2022;1;6;10.298218589413521
2022-01-24 23:18:15.225659;143;30392.3;363;2022;1;0;10.321977468366981
2022-01-25 23:18:15.225659;142;23625.3;336;2022;1;1;10.07011577730307
2022-01-26 23:18:15.225659;154;32378.9;385;2022;1;2;10.38529313890073
2022-01-27 23:18:15.225659;144;27966.3;367;2022;1;3;10.238791249537922
2022-01-28 23:18:15.225659;130;30803.1;370;2022;1;4;10.335403076985516
2022-01-29 23:18:15.225659;141;24209.7;336;2022;1;5;10.094549963186148
2022-01-30 23:18:15.225659;125;24158.9;306;2022;1;6;10.092449512967338
2022-01-31 23:18:15.225659;125;23973.5;315;2022;1;0;10.084746044476818
2022-02-01 23:18:15.225659;127;25723.7;331;2022;2;1;10.155206898826671
2022-02-02 23:18:15.225659;113;23345.7;286;2022;2;2;10.058210925486227
2022-02-03 23:18:15.225659;145;25466.2;341;2022;2;3;10.14514662867559
2022-02-04 23:18:15.225659;128;24061.2;328;2022;2;4;10.088397423419952
2022-02-05 23:18:15.225659;128;26017.5;333;2022;2;5;10.166563102441684
2022-02-06 23:18:15.225659;145;28105.9;363;2022;2;6;10.2437703767804
2022-02-07 23:18:15.225659;141;27339.10001;356;2022;2;0;10.216109768281491
2022-02-08 23:18:15.225659;143;24202.0;327;2022;2;1;10.094231871403661
2022-02-09 23:18:15.225659;144;26921.2;355;2022;2;2;10.200706504045028
2022-02-10 23:18:15.225659;135;28528.5;339;2022;2;3;10.258693918642127
2022-02-11 23:18:15.225659;134;28255.3;333;2022;2;4;10.249071720561368
2022-02-12 23:18:15.225659;141;27779.7;337;2022;2;5;10.232096813975032
2022-02-13 23:18:15.225659;119;23276.9;308;2022;2;6;10.055259691590985
2022-02-14 23:18:15.225659;148;29956.5;391;2022;2;0;10.307534989556672
2022-02-15 23:18:15.225659;151;28927.0;353;2022;2;1;10.272565263191902
2022-02-16 23:18:15.225659;128;27139.30002;338;2022;2;2;10.208774987859815
2022-02-17 23:18:15.225659;143;25501.00001;358;2022;2;3;10.146512159835613
2022-02-18 23:18:15.225659;140;29452.6;356;2022;2;4;10.290571422695487
2022-02-19 23:18:15.225659;131;21004.20001;286;2022;2;5;9.952525305576716
2022-02-20 23:18:15.225659;135;27273.4;345;2022;2;6;10.213703812292488
2022-02-21 23:18:15.225659;126;24768.4;308;2022;2;0;10.117364299339805
2022-02-22 23:18:15.225659;125;23929.3;312;2022;2;1;10.082900717388817
2022-02-23 23:18:15.225659;141;24502.5;324;2022;2;2;10.106571243472565
2022-02-24 23:18:15.225659;140;30307.1;371;2022;2;3;10.31917028250471
2022-02-25 23:18:15.225659;146;28163.9;369;2022;2;4;10.245831800816564
2022-02-26 23:18:15.225659;141;29370.30001;371;2022;2;5;10.287773286406814
2022-02-27 23:18:15.225659;136;25947.30001;339;2022;2;6;10.1638613762362
2022-02-28 23:18:15.225659;117;20701.8;289;2022;2;0;9.938024235806363
2022-03-01 23:18:15.225659;145;29722.0;381;2022;3;1;10.299676435863896
2022-03-02 23:18:15.225659;151;31882.0;359;2022;3;2;10.369828231362574
2022-03-03 23:18:15.225659;135;25781.4;334;2022;3;3;10.157447367582877
2022-03-04 23:18:15.225659;153;29141.5;393;2022;3;4;10.279952868793988
2022-03-05 23:18:15.225659;137;27056.8;324;2022;3;5;10.205730597606681
2022-03-06 23:18:15.225659;140;27147.1;335;2022;3;6;10.209062341329462
2022-03-07 23:18:15.225659;128;28867.70001;337;2022;3;0;10.270513242547194
2022-03-08 23:18:15.225659;126;25266.20001;313;2022;3;1;10.137262391314769
2022-03-09 23:18:15.225659;126;26077.6;326;2022;3;2;10.168870333618118
2022-03-10 23:18:15.225659;133;29071.4;350;2022;3;3;10.277544549484611
2022-03-11 23:18:15.225659;126;26465.1;317;2022;3;4;10.183619947758563
2022-03-12 23:18:15.225659;156;32986.8;414;2022;3;5;10.403893075124149
