data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;faturamento_lag_1;faturamento_lag_7;faturamento_lag_14;faturamento_lag_30;faturamento_lag_365;media_movel_7d;media_movel_30d;variacao_7d
2022-05-14 23:18:15.225659;127;24159.70001;313;2022;5;5;22682.10001;31534.6;29651.80001;20197.0;25149.2;26273.571431428572;27466.090003666668;3040.5798569839467
2022-05-15 23:18:15.225659;133;28237.0;314;2022;5;6;24159.70001;26674.0;31575.00002;22692.2;27715.1;26496.857145714286;27650.91667033333;3130.933522505837
2022-05-16 23:18:15.225659;138;27443.3;355;2022;5;0;28237.0;30060.7;24298.1;28471.6;26962.5;26122.94286;27616.640003666667;2769.8544868236118
2022-05-17 23:18:15.225659;144;27620.90001;365;2022;5;1;27443.3;24890.4;32651.5;27617.7;28325.0;26513.01429;27616.746670666667;2759.594986800444
2022-05-18 23:18:15.225659;136;26300.4;339;2022;5;2;27620.90001;30680.4;29386.6;31318.2;28370.2;25887.300004285713;27449.486670666665;2066.7873441655033
2022-05-19 23:18:15.225659;133;28485.2;330;2022;5;3;26300.4;24767.7;27761.20001;29704.2;26191.4;26418.371432857144;27408.85333733333;2204.1998449338216
2022-05-20 23:18:15.225659;127;21903.40001;318;2022;5;4;28485.2;22682.10001;26081.6;26488.3;26008.6;26307.128575714287;27256.023337666666;2432.0635863925045
2022-05-21 23:18:15.225659;138;29420.5;335;2022;5;5;21903.40001;24159.70001;31534.6;29254.6;25737.7;27058.67143142857;27261.553337666668;2470.408713230303
2022-05-22 23:18:15.225659;148;25911.8;352;2022;5;6;29420.5;28237.0;26674.0;29620.50003;24728.1;26726.500002857145;27137.93000333333;2441.720913666776
2022-05-23 23:18:15.225659;128;24942.5;311;2022;5;0;25911.8;27443.3;30060.7;26398.4;28846.50001;26369.242860000002;27089.400003333332;2501.580541473043
2022-05-24 23:18:15.225659;136;25361.5;323;2022;5;1;24942.5;27620.90001;24890.4;26130.1;27806.30001;26046.47143;27063.780003333333;2458.558571989709
2022-05-25 23:18:15.225659;127;26427.6;321;2022;5;2;25361.5;26300.4;30680.4;31027.9;26224.6;26064.64285857143;26910.43667;2461.2168187679777
2022-05-26 23:18:15.225659;140;30906.60001;365;2022;5;3;26427.6;28485.2;24767.7;21210.20001;25484.0;26410.557145714287;27233.650003333332;2974.7096412064825
2022-05-27 23:18:15.225659;130;24376.10002;315;2022;5;4;30906.60001;21903.40001;22682.10001;23754.6;27757.9;26763.800004285713;27254.366670666666;2451.0022245110363
2022-05-28 23:18:15.225659;155;34205.0;389;2022;5;5;24376.10002;29420.5;24159.70001;29089.4;33689.20001;27447.30000428571;27424.88667066667;3676.222431299517
2022-05-29 23:18:15.225659;156;33393.9;375;2022;5;6;34205.0;25911.8;28237.0;24349.40001;23322.60001;28516.171432857143;27726.370003666667;4205.0476912969725
2022-05-30 23:18:15.225659;133;28130.8;349;2022;5;0;33393.9;24942.5;27443.3;29651.80001;26756.1;28971.642861428572;27675.67000333333;3916.200552236417
2022-05-31 23:18:15.225659;117;20897.2;290;2022;5;1;28130.8;25361.5;27620.90001;31575.00002;35843.5;28333.88571857143;27319.743336000003;4853.454395612037
2022-06-01 23:18:15.225659;129;23218.9;304;2022;6;2;20897.2;26427.6;26300.4;24298.1;27051.3;27875.500004285714;27283.770002666668;5202.474552887412
2022-06-02 23:18:15.225659;120;22739.7;306;2022;6;3;23218.9;30906.60001;28485.2;32651.5;29431.8;26708.800002857144;26953.376669333335;5323.767479061739
2022-06-03 23:18:15.225659;142;25413.9;330;2022;6;4;22739.7;24376.10002;21903.40001;29386.6;29685.2;26857.057142857146;26820.953336;5262.072097839139
2022-06-04 23:18:15.225659;144;30977.7;374;2022;6;5;25413.9;34205.0;29420.5;27761.20001;25651.60002;26396.01428571429;26928.170002333336;4612.228786761192
2022-06-05 23:18:15.225659;149;30319.20001;370;2022;6;6;30977.7;33393.9;25911.8;26081.6;26420.2;25956.771429999997;27069.423336;3930.7838073666367
2022-06-06 23:18:15.225659;141;26472.70001;348;2022;6;0;30319.20001;28130.8;24942.5;31534.6;25584.70002;25719.900002857146;26900.693336333334;3826.516989096006
2022-06-07 23:18:15.225659;117;22015.5;301;2022;6;1;26472.70001;20897.2;25361.5;26674.0;28379.4;25879.65714571429;26745.410003;3608.759742113505
2022-06-08 23:18:15.225659;146;29324.2;395;2022;6;2;22015.5;23218.9;26427.6;30060.7;31510.1;26751.84286;26720.860003;3596.2752189570506
2022-06-09 23:18:15.225659;139;27447.0;340;2022;6;3;29324.2;22739.7;30906.60001;24890.4;25565.4;27424.314288571426;26806.080003;3131.0169026328954
2022-06-10 23:18:15.225659;114;21555.0;267;2022;6;4;27447.0;25413.9;24376.10002;30680.4;24617.1;26873.042859999998;26501.900003;3810.0608997333084
2022-06-11 23:18:15.225659;125;25935.10001;344;2022;6;5;21555.0;30977.7;34205.0;24767.7;28537.8;26152.671432857143;26540.81333666667;3354.0613679454764
2022-06-12 23:18:15.225659;133;29460.3;326;2022;6;6;25935.10001;30319.20001;33393.9;22682.10001;25890.6;26029.97143142857;26766.75333633333;3187.826461223046
2022-06-13 23:18:15.225659;142;24324.10001;340;2022;6;0;29460.3;26472.70001;28130.8;24159.70001;25724.2;25723.028574285712;26772.23333633334;3241.0882064143398
2022-06-14 23:18:15.225659;131;25492.7;332;2022;6;1;24324.10001;22015.5;20897.2;28237.0;31030.00001;26219.771431428566;26680.756669666665;2816.85183111333
2022-06-15 23:18:15.225659;136;26717.4;353;2022;6;2;25492.7;29324.2;23218.9;27443.3;22396.7;25847.37143142857;26656.560003000002;2491.5627815213697
2022-06-16 23:18:15.225659;136;28270.3;342;2022;6;3;26717.4;27447.0;22739.7;27620.90001;30548.5;25964.985717142856;26678.206669333336;2596.8650977398433
2022-06-17 23:18:15.225659;135;27654.8;361;2022;6;4;28270.3;21555.0;25413.9;26300.4;28689.4;26836.385717142857;26723.353336;1758.5212812805908
2022-06-18 23:18:15.225659;141;30688.50001;352;2022;6;5;27654.8;25935.10001;30977.7;28485.2;26344.5;27515.442860000003;26796.796669666666;2211.8250743363365
2022-06-19 23:18:15.225659;148;30659.40001;352;2022;6;6;30688.50001;29460.3;30319.20001;21903.40001;31480.6;27686.742861428567;27088.663336333335;2423.826602343865
2022-06-20 23:18:15.225659;126;25357.30002;303;2022;6;0;30659.40001;24324.10001;26472.70001;29420.5;27913.8;27834.34286285714;26953.223337;2206.6584493167484
2022-06-21 23:18:15.225659;120;23727.00001;308;2022;6;1;25357.30002;25492.7;22015.5;25911.8;27644.3;27582.10000714286;26880.396670666665;2587.071635317318
2022-06-22 23:18:15.225659;150;32229.80001;394;2022;6;2;23727.00001;26717.4;29324.2;24942.5;23502.5;28369.585722857144;27123.306671000002;3073.2748771901224
2022-06-23 23:18:15.225659;127;25141.4;307;2022;6;3;32229.80001;28270.3;27447.0;25361.5;25718.5;27922.60000857143;27115.970004333336;3308.6468188086237
2022-06-24 23:18:15.225659;125;21986.6;309;2022;6;4;25141.4;27654.8;21555.0;26427.6;23887.5;27112.857151428576;26967.936671;4005.36010499236
2022-06-25 23:18:15.225659;123;24639.40002;311;2022;6;5;21986.6;30688.50001;25935.10001;30906.60001;25850.8;26248.70001;26759.030004666667;3749.73005244765
2022-06-26 23:18:15.225659;122;26207.8;308;2022;6;6;24639.40002;30659.40001;29460.3;24376.10002;24102.0;25612.757151428574;26820.086670666664;3216.605039546515
2022-06-27 23:18:15.225659;155;27150.5;373;2022;6;0;26207.8;25357.30002;24324.10001;34205.0;30325.0;25868.92857714286;26584.936670666666;3263.9269806345164
2022-06-28 23:18:15.225659;118;24003.4;304;2022;6;1;27150.5;23727.00001;25492.7;33393.9;23702.20001;25908.414289999997;26271.920004;3235.2419034810687
2022-06-29 23:18:15.225659;126;25299.9;331;2022;6;2;24003.4;32229.80001;26717.4;28130.8;26629.70001;24918.42857428571;26177.55667066667;1650.7882583342152
2022-06-30 23:18:15.225659;136;27970.5;366;2022;6;3;25299.9;25141.4;28270.3;20897.2;27335.7;25322.585717142858;26413.333337333333;2019.5970720766786
2022-07-01 23:18:15.225659;131;27404.0;339;2022;7;4;27970.5;21986.6;27654.8;23218.9;28385.3;26096.50000285714;26552.836670666667;1499.0839125788486
2022-07-02 23:18:15.225659;137;25951.8;343;2022;7;5;27404.0;24639.40002;30688.50001;22739.7;27077.0;26283.985714285714;26659.906670666664;1362.3054569718515
2022-07-03 23:18:15.225659;149;27750.3;350;2022;7;6;25951.8;26207.8;30659.40001;25413.9;29567.50001;26504.342857142856;26737.786670666665;1468.5383536668444
2022-07-04 23:18:15.225659;140;34218.1;351;2022;7;0;27750.3;27150.5;25357.30002;30977.7;21091.0;27514.0;26845.800004;3288.573823610075
2022-07-05 23:18:15.225659;131;31504.60001;339;2022;7;1;34218.1;24003.4;23727.00001;30319.20001;26474.70001;28585.60000142857;26885.313337333333;3174.1297205790756
2022-07-06 23:18:15.225659;141;27587.7;350;2022;7;2;31504.60001;25299.9;32229.80001;26472.70001;24194.2;28912.428572857145;26922.480003666664;2883.945746314979
2022-07-07 23:18:15.225659;125;28548.8;331;2022;7;3;27587.7;27970.5;25141.4;22015.5;29001.3;28995.04285857143;27140.256670333332;2860.654903669625
2022-07-08 23:18:15.225659;133;21720.9;309;2022;7;4;28548.8;27404.0;21986.6;29324.2;29252.9;28183.17143;26886.813337000003;3976.3439929310834
2022-07-09 23:18:15.225659;152;30313.80001;388;2022;7;5;21720.9;25951.8;24639.40002;27447.0;27085.6;28806.314288571426;26982.373337333334;3909.6095251036522
2022-07-10 23:18:15.225659;146;29496.40001;382;2022;7;6;30313.80001;27750.3;26207.8;21555.0;26599.4;29055.75714714286;27247.086671;3886.6390746610755
2022-07-11 23:18:15.225659;137;28164.4;327;2022;7;0;29496.40001;34218.1;27150.5;25935.10001;28914.3;28190.94286142857;27321.39667066666;3150.2694956670684
2022-07-12 23:18:15.225659;128;28334.3;326;2022;7;1;28164.4;31504.60001;24003.4;29460.3;22827.80001;27738.042859999998;27283.863337333332;2803.2595926832964
2022-07-13 23:18:15.225659;127;28253.5;322;2022;7;2;28334.3;27587.7;25299.9;24324.10001;26004.3;27833.15714571428;27414.843337;2808.598466021234
2022-07-14 23:18:15.225659;141;29643.00001;353;2022;7;3;28253.5;28548.8;27970.5;25492.7;25626.60001;27989.471432857146;27553.186670666666;2884.4901185472922
2022-07-15 23:18:15.225659;140;29706.3;370;2022;7;4;29643.00001;21720.9;27404.0;26717.4;26976.8;29130.24286142857;27652.816670666667;862.6215680888863
2022-07-16 23:18:15.225659;152;30978.7;387;2022;7;5;29706.3;30313.80001;25951.8;28270.3;27702.00002;29225.228574285717;27743.096670666662;1034.208722330352
2022-07-17 23:18:15.225659;123;23288.80001;305;2022;7;6;30978.7;29496.40001;27750.3;27654.8;28513.2;28338.42857428571;27597.563337666666;2452.2192859865054
2022-07-18 23:18:15.225659;139;25103.9;323;2022;7;0;23288.80001;28164.4;34218.1;30688.50001;31145.4;27901.21428857143;27411.410004;2743.9044987984803
2022-07-19 23:18:15.225659;140;29675.10001;354;2022;7;1;25103.9;28334.3;31504.60001;30659.40001;30580.8;28092.75714714286;27378.600004;2824.781939776232
2022-07-20 23:18:15.225659;125;27197.9;314;2022;7;2;29675.10001;28253.5;27587.7;25357.30002;27448.4;27941.957147142857;27439.95333666667;2842.888924221387
2022-07-21 23:18:15.225659;126;24706.5;313;2022;7;3;27197.9;29643.00001;28548.8;23727.00001;26235.6;27236.74286;27472.603336333337;2960.4462053028265
2022-07-22 23:18:15.225659;107;18863.7;256;2022;7;4;24706.5;29706.3;21720.9;32229.80001;30104.9;25687.800002857144;27027.066669333333;4078.398722778465
2022-07-23 23:18:15.225659;143;29301.6;364;2022;7;5;18863.7;30978.7;30313.80001;25141.4;28891.9;25448.214288571424;27165.740002666666;3751.9802613624556
2022-07-24 23:18:15.225659;162;29261.40001;400;2022;7;6;29301.6;23288.80001;29496.40001;21986.6;29835.5;26301.44286;27408.233336333335;3856.714008146816
2022-07-25 23:18:15.225659;144;26781.2;350;2022;7;0;29261.40001;25103.9;28164.4;24639.40002;28668.9;26541.057145714287;27479.626669;3821.8584182356176
2022-07-26 23:18:15.225659;137;25753.7;336;2022;7;1;26781.2;29675.10001;28334.3;26207.8;28576.6;25980.857144285714;27464.490002333336;3564.654001974428
2022-07-27 23:18:15.225659;144;31456.1;375;2022;7;2;25753.7;27197.9;28253.5;27150.5;24500.00001;26589.17143;27608.010002333333;4126.08200047233
2022-07-28 23:18:15.225659;132;22276.1;306;2022;7;3;31456.1;24706.5;29643.00001;24003.4;30011.5;26241.97143;27550.433335666665;4403.816803158264
2022-07-29 23:18:15.225659;137;25380.7;334;2022;7;4;22276.1;18863.7;29706.3;25299.9;25513.0;27172.97143;27553.126669;3071.2968703805072
2022-07-30 23:18:15.225659;147;30849.5;375;2022;7;5;25380.7;29301.6;30978.7;27970.5;24774.4;27394.100001428575;27649.09333566667;3297.491587488544
2022-07-31 23:18:15.225659;136;29049.7;361;2022;7;6;30849.5;29261.40001;23288.80001;27404.0;29487.0;27363.85714285714;27703.95000233333;3278.427067897632
2022-08-01 23:18:15.225659;140;27773.0;349;2022;8;0;29049.7;26781.2;25103.9;25951.8;32532.7;27505.542857142857;27764.656669;3270.47114029827
2022-08-02 23:18:15.225659;132;26129.3;331;2022;8;1;27773.0;25753.7;29675.10001;27750.3;25456.20002;27559.200000000004;27710.623335666667;3239.8772162948894
2022-08-03 23:18:15.225659;142;32339.3;348;2022;8;2;26129.3;31456.1;27197.9;34218.1;28596.9;27685.37142857143;27647.996669;3428.627472091567
2022-08-04 23:18:15.225659;136;26806.6;350;2022;8;3;32339.3;22276.1;24706.5;31504.60001;21326.1;28332.585714285717;27491.396668666668;2553.1919750439138
2022-08-05 23:18:15.225659;142;28312.40001;337;2022;8;4;26806.6;25380.7;18863.7;27587.7;25298.6;28751.400001428574;27515.553335666667;2204.98208273977
2022-08-06 23:18:15.225659;134;28693.0;336;2022;8;5;28312.40001;30849.5;29301.6;28548.8;25906.5;28443.328572857143;27520.360002333335;2004.5243339201272
2022-08-07 23:18:15.225659;142;27015.6;352;2022;8;6;28693.0;29049.7;29261.40001;21720.9;29960.9;28152.74285857143;27696.850002333333;2048.9163396104623
2022-08-08 23:18:15.225659;135;29591.8;350;2022;8;0;27015.6;27773.0;26781.2;30313.80001;27283.9;28412.57143;27672.783335333334;2107.227784407859
2022-08-09 23:18:15.225659;131;26217.0;341;2022;8;1;29591.8;26129.3;25753.7;29496.40001;28491.6;28425.100001428567;27563.47000166667;2091.5927080316264
2022-08-10 23:18:15.225659;140;27599.4;353;2022;8;2;26217.0;32339.3;31456.1;28164.4;26638.3;27747.97143;27544.636668333333;1183.2059193546022
2022-08-11 23:18:15.225659;136;25784.5;338;2022;8;3;27599.4;26806.6;22276.1;28334.3;35808.8;27601.957144285716;27459.643334999997;1367.4584802564705
2022-08-12 23:18:15.225659;135;25526.20001;309;2022;8;4;25784.5;28312.40001;25380.7;28253.5;24049.20001;27203.928572857145;27368.733335333334;1522.8650400222257
2022-08-13 23:18:15.225659;144;29202.3;348;2022;8;5;25526.20001;28693.0;30849.5;29643.00001;31226.0;27276.685715714288;27354.043335000002;1615.2299636874184
2022-08-14 23:18:15.225659;135;26935.1;319;2022;8;6;29202.3;27015.6;29049.7;29706.3;24835.70001;27265.185715714288;27261.670001666665;1617.6833391093548
2022-08-15 23:18:15.225659;128;28265.9;333;2022;8;0;26935.1;29591.8;27773.0;30978.7;25888.3;27075.77143;27171.243335000003;1356.376727615064
2022-08-16 23:18:15.225659;137;25963.7;328;2022;8;1;28265.9;26217.0;26129.3;23288.80001;24102.4;27039.58571571429;27260.406668;1386.1574957596458
2022-08-17 23:18:15.225659;139;28749.80001;359;2022;8;2;25963.7;27599.4;32339.3;25103.9;27905.5;27203.92857428571;27381.936668333332;1524.8484346347784
2022-08-18 23:18:15.225659;158;32110.6;393;2022;8;3;28749.80001;25784.5;26806.6;29675.10001;24434.2;28107.65714571428;27463.120001333333;2247.0182530914526
2022-08-19 23:18:15.225659;151;30279.4;370;2022;8;4;32110.6;25526.20001;28312.40001;27197.9;29539.90001;28786.685715714284;27565.836667999996;2046.1155746044851
2022-08-20 23:18:15.225659;124;28418.4;310;2022;8;5;30279.4;29202.3;28693.0;24706.5;28608.2;28674.700001428573;27689.566668;2041.0229135371687
2022-08-21 23:18:15.225659;135;27638.6;354;2022;8;6;28418.4;26935.1;27015.6;18863.7;28315.0;28775.20000142857;27982.063334666665;1956.6655522211138
2022-08-22 23:18:15.225659;138;24698.30001;323;2022;8;0;27638.6;28265.9;29591.8;29301.6;23904.4;28265.542859999998;27828.620001666666;2500.4904430759043
2022-08-23 23:18:15.225659;122;24140.90001;308;2022;8;1;24698.30001;25963.7;26217.0;29261.40001;26087.90001;28005.142861428572;27657.936668333332;2850.5629768116182
2022-08-24 23:18:15.225659;139;26048.3;341;2022;8;2;24140.90001;28749.80001;27599.4;26781.2;24493.0;27619.21428857143;27633.50666833333;2915.086887801322
2022-08-25 23:18:15.225659;152;28925.7;356;2022;8;3;26048.3;32110.6;25784.5;25753.7;26168.8;27164.228574285717;27739.240001666665;2275.6561209352653
2022-08-26 23:18:15.225659;125;25122.5;310;2022;8;4;28925.7;30279.4;25526.20001;31456.1;28183.70001;26427.528574285716;27528.120001666666;1903.371526789972
2022-08-27 23:18:15.225659;162;30548.8;417;2022;8;5;25122.5;28418.4;29202.3;22276.1;29926.3;26731.871431428568;27803.876668333334;2384.319473902881
2022-08-28 23:18:15.225659;144;28421.8;346;2022;8;6;30548.8;27638.6;26935.1;25380.7;26501.0;26843.757145714288;27905.24666833333;2451.392430850162
2022-08-29 23:18:15.225659;124;22856.5;324;2022;8;0;28421.8;24698.30001;28265.9;30849.5;30685.0;26580.64285857143;27638.813335;2794.8338778404514
2022-08-30 23:18:15.225659;135;26347.7;339;2022;8;1;22856.5;24140.90001;25963.7;29049.7;29688.7;26895.899999999998;27548.746668333337;2590.778074247202
2022-08-31 23:18:15.225659;134;25735.7;327;2022;8;2;26347.7;26048.3;28749.80001;27773.0;28491.8;26851.242857142857;27480.836668333333;2610.442639258174
2022-09-01 23:18:15.225659;144;30607.8;365;2022;9;3;25735.7;28925.7;32110.6;26129.3;29519.1;27091.542857142857;27630.120001666666;2895.1282394493664
2022-09-02 23:18:15.225659;138;26496.0;352;2022;9;4;30607.8;25122.5;30279.4;32339.3;31669.3;27287.757142857143;27435.343335;2783.8416602823986
2022-09-03 23:18:15.225659;134;25412.0;347;2022;9;5;26496.0;30548.8;28418.4;26806.6;30482.2;26553.928571428572;27388.856668333334;2436.294319736632
2022-09-04 23:18:15.225659;165;31292.00001;400;2022;9;6;25412.0;28421.8;27638.6;28312.40001;25506.2;26963.95714428572;27488.176668333334;2983.19441046294
2022-09-05 23:18:15.225659;152;28514.4;371;2022;9;0;31292.00001;22856.5;24698.30001;28693.0;26716.30001;27772.228572857148;27482.223335;2392.914655278564
2022-09-06 23:18:15.225659;125;26504.1;323;2022;9;1;28514.4;26347.7;24140.90001;27015.6;28173.6;27794.571430000004;27465.173335;2378.0810640876934
2022-09-07 23:18:15.225659;144;30198.1;384;2022;9;2;26504.1;25735.7;26048.3;29591.8;31576.6;28432.05714428571;27485.383335;2331.841155765915
2022-09-08 23:18:15.225659;119;26085.80001;303;2022;9;3;30198.1;30607.8;28925.7;26217.0;26628.3;27786.057145714287;27481.010002;2253.6915136895223
2022-09-09 23:18:15.225659;110;23997.9;259;2022;9;4;26085.80001;26496.0;25122.5;27599.4;34062.3;27429.185717142856;27360.960002;2654.214863161369
2022-09-10 23:18:15.225659;133;29807.2;337;2022;9;5;23997.9;25412.0;30548.8;25784.5;27738.1;28057.071431428572;27495.050002;2617.103031329342
2022-09-11 23:18:15.225659;128;28161.7;324;2022;9;6;29807.2;31292.00001;28421.8;25526.20001;28015.30001;27609.88571571429;27582.90000166667;2207.6280045216745
2022-09-12 23:18:15.225659;146;29588.2;359;2022;9;0;28161.7;28514.4;22856.5;29202.3;33450.0;27763.285715714283;27595.763335;2315.620465268512
2022-09-13 23:18:15.225659;145;29261.4;371;2022;9;1;29588.2;26504.1;26347.7;26935.1;23368.90001;28157.185715714284;27673.306668333335;2300.1915176474713
2022-09-14 23:18:15.225659;141;29779.4;338;2022;9;2;29261.4;30198.1;25735.7;28265.9;28607.80001;28097.371430000003;27723.75666833333;2243.0072794522544
