data_venda;vendas_dia;faturamento_dia;unidades_dia;ano;mes;dia_semana;faturamento_lag_1;faturamento_lag_7;faturamento_lag_14;faturamento_lag_30;faturamento_lag_365;media_movel_7d;media_movel_30d;variacao_7d;onda_sen_1;onda_cos_1;onda_sen_2;onda_cos_2;is_black_friday;is_verao;is_ferias;dia_0;dia_1;dia_2;dia_3;dia_4;dia_5;dia_6
2022-04-27 23:18:15.225659;122;23754.6;312;2022;4;2;21210.20001;26488.3;25557.4;29325.00002;29280.1;26770.900005714288;27465.823336;3487.5938692208792;0.4327755925504312;0.901501684131884;0.7802958510707755;0.6254105729852463;0;0;0;0;0;1;0;0;0;0
2022-04-28 23:18:15.225659;146;29089.4;341;2022;4;3;23754.6;29254.6;20197.0;31475.1;33282.2;26747.300005714285;27386.300002666663;3468.4925597356746;0.4482293417404106;0.893918596519257;0.8013610881746766;0.5981809144059165;0;0;0;0;0;0;1;0;0;0
2022-04-29 23:18:15.225659;125;24349.40001;318;2022;4;4;29089.4;29620.50003;22692.2;28098.9;30541.80001;25994.28571714286;27261.316669666667;3309.281800229778;0.4635502709028509;0.886070621534138;0.8214765533024142;0.5702422926917871;0;0;0;0;0;0;0;1;0;0
2022-04-30 23:18:15.225659;138;29651.80001;335;2022;4;5;24349.40001;26398.4;28471.6;33357.3;27422.80001;26459.057147142856;27137.800003333334;3591.891128496421;0.47873384011578846;0.8779600847008882;0.8406184056344782;0.5416278206559814;0;0;0;0;0;0;0;0;1;0
2022-05-01 23:18:15.225659;170;31575.00002;406;2022;5;6;29651.80001;26130.1;27617.7;28057.50002;28388.0;27236.900007142856;27255.05000333333;4066.929090102638;0.49377555015997715;0.869589389346611;0.8587639582758029;0.5123714121284237;0;0;0;0;0;0;0;0;0;1
2022-05-02 23:18:15.225659;128;24298.1;328;2022;5;0;31575.00002;31027.9;31318.2;24336.3;28703.0;26275.50000714286;27253.77667;3808.637292603885;0.5086709438521044;0.8609610158889943;0.8758917051442429;0.48250774176121847;0;0;0;1;0;0;0;0;0;0
2022-05-03 23:18:15.225659;148;32651.5;383;2022;5;1;24298.1;21210.20001;29704.2;26722.3;25962.4;27909.971434285715;27451.41667;3726.7041310992327;0.5234156073655503;0.8520775211013093;0.8919813464595485;0.45207220393230435;0;0;0;0;1;0;0;0;0;0
2022-05-04 23:18:15.225659;136;29386.6;357;2022;5;2;32651.5;23754.6;26488.3;28443.6;21361.9;28714.542862857143;27482.850003333337;3258.6274197122743;0.5380051715382996;0.8429415373547828;0.9070138128026359;0.4211008707960896;0;0;0;0;0;1;0;0;0;0
2022-05-05 23:18:15.225659;139;27761.20001;346;2022;5;3;29386.6;29089.4;29254.6;24809.4;26638.5;28524.800007142858;27581.243337;3271.804910284449;0.5524353131676196;0.8335557718385699;0.9209712877166346;0.38963044953078796;0;0;0;0;0;0;1;0;0;0
2022-05-06 23:18:15.225659;130;26081.6;330;2022;5;4;27761.20001;24349.40001;29620.50003;25132.5;25420.1;28772.257148571425;27612.88000366667;2953.383937864692;0.5667017562911176;0.8239230057575542;0.9338372288229252;0.35769823883312546;0;0;0;0;0;0;0;1;0;0
2022-05-07 23:18:15.225659;148;31534.6;365;2022;5;5;26081.6;29651.80001;26398.4;28138.2;31092.0;29041.228575714285;27726.093337;3127.442594464809;0.5808002734538009;0.8140460935082178;0.9455963874271426;0.3253420847119801;0;0;0;0;0;0;0;0;1;0
2022-05-08 23:18:15.225659;142;26674.0;346;2022;5;6;31534.6;31575.00002;26130.1;24898.4;22994.1;28341.085715714285;27785.280003666667;3012.1353532274043;0.5947266869607634;0.8039279618328213;0.9562348265919056;0.29260033563334836;0;0;0;0;0;0;0;0;0;1
2022-05-09 23:18:15.225659;145;30060.7;363;2022;5;0;26674.0;24298.1;31027.9;27076.50002;20820.10001;29164.314287142857;27884.75333633333;2459.849559780361;0.6084768701151261;0.7935716089521474;0.9657399376548549;0.2595117970697999;0;0;0;1;0;0;0;0;0;0
2022-05-10 23:18:15.225659;134;24890.4;356;2022;5;1;30060.7;32651.5;21210.20001;28321.4;29448.4;28055.585715714285;27770.386669666663;2373.6780518386863;0.6220467484408675;0.7829801036770629;0.9741004551724205;0.22611568550828828;0;0;0;0;1;0;0;0;0;0
2022-05-11 23:18:15.225659;152;30680.4;372;2022;5;2;24890.4;29386.6;23754.6;31443.9;28710.6;28240.414287142856;27744.936669666666;2539.1929413033217;0.6354323008901774;0.7721565844991642;0.9813064702716093;0.19245158197082998;0;0;0;0;0;1;0;0;0;0
2022-05-12 23:18:15.225659;131;24767.7;313;2022;5;3;30680.4;27761.20001;29089.4;34220.5;23976.6;27812.77142857143;27429.84333633333;2864.5812391542263;0.6486295610349814;0.7611042586607747;0.9873494423939864;0.15855938510313475;0;0;0;0;0;0;1;0;0;0
2022-05-13 23:18:15.225659;124;22682.10001;300;2022;5;4;24767.7;26081.6;24349.40001;25557.4;23176.7;27327.128572857146;27334.00000333333;3437.800795600426;0.6616346182422783;0.7498264012045686;0.9922222094179323;0.12447926388678915;0;0;0;0;0;0;0;1;0;0
2022-05-14 23:18:15.225659;127;24159.70001;313;2022;5;5;22682.10001;31534.6;29651.80001;20197.0;25149.2;26273.57143142857;27466.090003666668;3040.5798569839467;0.6744436188329455;0.7383263540031065;0.995918996147179;0.09025161003104117;0;0;0;0;0;0;0;0;1;0
2022-05-15 23:18:15.225659;133;28237.0;314;2022;5;6;24159.70001;26674.0;31575.00002;22692.2;27715.1;26496.85714571429;27650.91667033333;3130.933522505837;0.6870527672236669;0.7266075247685656;0.9984354211555643;0.055916990100603484;0;0;0;0;0;0;0;0;0;1
2022-05-16 23:18:15.225659;138;27443.3;355;2022;5;0;28237.0;30060.7;24298.1;28471.6;26962.5;26122.94286;27616.640003666667;2769.854486823612;0.699458327051647;0.7146733860429609;0.9997685019798909;0.021516097436222254;0;0;0;1;0;0;0;0;0;0
2022-05-17 23:18:15.225659;144;27620.90001;365;2022;5;1;27443.3;24890.4;32651.5;27617.7;28325.0;26513.01429;27616.746670666667;2759.594986800444;0.7116566222817746;0.7025274741691571;0.9999166586547379;-0.01291029607500882;0;0;0;0;1;0;0;0;0;0
2022-05-18 23:18:15.225659;136;26300.4;339;2022;5;2;27620.90001;30680.4;29386.6;31318.2;28370.2;25887.300004285717;27449.486670666665;2066.787344165504;0.7236440382959124;0.6901733882429719;0.9988797155850336;-0.04732138832243185;0;0;0;0;0;1;0;0;0;0
2022-05-19 23:18:15.225659;133;28485.2;330;2022;5;3;26300.4;24767.7;27761.20001;29704.2;26191.4;26418.371432857144;27408.85333733333;2204.1998449338216;0.7354170229639855;0.6776147890466889;0.9966589017541702;-0.08167639533042241;0;0;0;0;0;0;1;0;0;0
2022-05-20 23:18:15.225659;127;21903.40001;318;2022;5;4;28485.2;22682.10001;26081.6;26488.3;26008.6;26307.128575714287;27256.023337666666;2432.0635863925045;0.7469720876965552;0.6648553979642865;0.9932568492674143;-0.11593459959550041;0;0;0;0;0;0;0;1;0;0
2022-05-21 23:18:15.225659;138;29420.5;335;2022;5;5;21903.40001;24159.70001;31534.6;29254.6;25737.7;27058.67143142857;27261.553337666668;2470.408713230303;0.7583058084785624;0.6518989958787126;0.9886775902323405;-0.1500553983446526;0;0;0;0;0;0;0;0;1;0
2022-05-22 23:18:15.225659;148;25911.8;352;2022;5;6;29420.5;28237.0;26674.0;29620.50003;24728.1;26726.500002857145;27137.93000333333;2441.720913666776;0.7694148268839378;0.6387494220515272;0.9829265519799822;-0.18399835165768005;0;0;0;0;0;0;0;0;0;1
2022-05-23 23:18:15.225659;128;24942.5;311;2022;5;0;25911.8;27443.3;30060.7;26398.4;28846.50001;26369.24286;27089.40000333333;2501.580541473043;0.7802958510707755;0.6254105729852463;0.9760105506323683;-0.21772323039653177;0;0;0;1;0;0;0;0;0;0
2022-05-24 23:18:15.225659;136;25361.5;323;2022;5;1;24942.5;27620.90001;24890.4;26130.1;27806.30001;26046.47143;27063.780003333333;2458.558571989709;0.7909456567567772;0.6118864012687243;0.9679377830240642;-0.25119006388481935;0;0;0;0;1;0;0;0;0;0
2022-05-25 23:18:15.225659;127;26427.6;321;2022;5;2;25361.5;26300.4;30680.4;31027.9;26224.6;26064.64285857143;26910.43667;2461.2168187679777;0.8013610881746766;0.5981809144059165;0.9587178169872964;-0.2843591872810034;0;0;0;0;0;1;0;0;0;0
2022-05-26 23:18:15.225659;140;30906.60001;365;2022;5;3;26427.6;28485.2;24767.7;21210.20001;25484.0;26410.557145714287;27233.65000333333;2974.7096412064825;0.8115390590073611;0.5842981736283684;0.9483615800121715;-0.3171912885891061;0;0;0;0;0;0;1;0;0;0
2022-05-27 23:18:15.225659;130;24376.10002;315;2022;5;4;30906.60001;21903.40001;22682.10001;23754.6;27757.9;26763.800004285717;27254.366670666663;2451.0022245110363;0.8214765533024142;0.5702422926917871;0.9368813462954315;-0.3496474552512284;0;0;0;0;0;0;0;1;0;0
2022-05-28 23:18:15.225659;155;34205.0;389;2022;5;5;24376.10002;29420.5;24159.70001;29089.4;33689.20001;27447.30000428571;27424.88667066667;3676.222431299517;0.8311706263658079;0.5560174366570446;0.9242907221930933;-0.3816892202666588;0;0;0;0;0;0;0;0;1;0
2022-05-29 23:18:15.225659;156;33393.9;375;2022;5;6;34205.0;25911.8;28237.0;24349.40001;23322.60001;28516.171432857143;27726.370003666667;4205.0476912969725;0.8406184056344782;0.5416278206559814;0.9106046300942162;-0.4132786077829042;0;0;0;0;0;0;0;0;0;1
2022-05-30 23:18:15.225659;133;28130.8;349;2022;5;0;33393.9;24942.5;27443.3;29651.80001;26756.1;28971.64286142857;27675.67000333333;3916.200552236417;0.8498170915275278;0.5270777086423722;0.895839290734909;-0.4443781781046132;0;0;0;1;0;0;0;0;0;0
2022-05-31 23:18:15.225659;117;20897.2;290;2022;5;1;28130.8;25361.5;27620.90001;31575.00002;35843.5;28333.88571857143;27319.743336000003;4853.454395612037;0.8587639582758029;0.5123714121284237;0.8800122039735357;-0.47495107206704995;0;0;0;0;1;0;0;0;0;0
2022-06-01 23:18:15.225659;129;23218.9;304;2022;6;2;20897.2;26427.6;26300.4;24298.1;27051.3;27875.500004285717;27283.770002666668;5202.474552887412;0.8674563547295969;0.49751328890718066;0.8631421280499114;-0.5049610547215204;0;0;0;0;0;1;0;0;0;0
2022-06-02 23:18:15.225659;120;22739.7;306;2022;6;3;23218.9;30906.60001;28485.2;32651.5;29431.8;26708.800002857144;26953.37666933333;5323.767479061739;0.8758917051442429;0.48250774176121847;0.8452490573530633;-0.5343725582809786;0;0;0;0;0;0;1;0;0;0
2022-06-03 23:18:15.225659;142;25413.9;330;2022;6;4;22739.7;24376.10002;21903.40001;29386.6;29685.2;26857.057142857146;26820.953336;5262.072097839139;0.8840675099433636;0.4673592171580022;0.8263541987239096;-0.5631507242749186;0;0;0;0;0;0;0;1;0;0
2022-06-04 23:18:15.225659;144;30977.7;374;2022;6;5;25413.9;34205.0;29420.5;27761.20001;25651.60002;26396.01428571429;26928.170002333336;4612.228786761192;0.8919813464595485;0.45207220393230435;0.8064799463209448;-0.5912614448635781;0;0;0;0;0;0;0;0;1;0
2022-06-05 23:18:15.225659;149;30319.20001;370;2022;6;6;30977.7;33393.9;25911.8;26081.6;26420.2;25956.77143;27069.423336;3930.7838073666367;0.8996308696522433;0.43665123195606403;0.7856498550787147;-0.6186714032625031;0;0;0;0;0;0;0;0;0;1
2022-06-06 23:18:15.225659;141;26472.70001;348;2022;6;0;30319.20001;28130.8;24942.5;31534.6;25584.70002;25719.900002857143;26900.693336333334;3826.516989096006;0.9070138128026359;0.4211008707960896;0.7638886127905428;-0.6453481132295501;0;0;0;1;0;0;0;0;0;0
2022-06-07 23:18:15.225659;117;22015.5;301;2022;6;1;26472.70001;20897.2;25361.5;26674.0;28379.4;25879.65714571429;26745.410003;3608.759742113505;0.9141279881853337;0.40542572835999735;0.7412220108485958;-0.6712599575675313;0;0;0;0;1;0;0;0;0;0
2022-06-08 23:18:15.225659;146;29324.2;395;2022;6;2;22015.5;23218.9;26427.6;30060.7;31510.1;26751.84286;26720.860003;3596.2752189570506;0.9209712877166346;0.38963044953078796;0.717676913675962;-0.6963762255968722;0;0;0;0;0;1;0;0;0;0
2022-06-09 23:18:15.225659;139;27447.0;340;2022;6;3;29324.2;22739.7;30906.60001;24890.4;25565.4;27424.314288571422;26806.080003;3131.0169026328954;0.9275416835791966;0.37371971479046906;0.6932812268869777;-0.7206671495538609;0;0;0;0;0;0;1;0;0;0
2022-06-10 23:18:15.225659;114;21555.0;267;2022;6;4;27447.0;25413.9;24376.10002;30680.4;24617.1;26873.04286;26501.900003;3810.060899733309;0.9338372288229252;0.35769823883312546;0.6680638642135335;-0.7441039398713607;0;0;0;0;0;0;0;1;0;0
2022-06-11 23:18:15.225659;125;25935.10001;344;2022;6;5;21555.0;30977.7;34205.0;24767.7;28537.8;26152.671432857143;26540.81333666667;3354.0613679454764;0.9398560579418954;0.3415707691678556;0.6420547132365637;-0.766658819300159;0;0;0;0;0;0;0;0;1;0
2022-06-12 23:18:15.225659;133;29460.3;326;2022;6;6;25935.10001;30319.20001;33393.9;22682.10001;25890.6;26029.97143142857;26766.75333633333;3187.826461223046;0.9455963874271426;0.3253420847119801;0.6152845999633276;-0.7883050558305255;0;0;0;0;0;0;0;0;0;1
2022-06-13 23:18:15.225659;142;24324.10001;340;2022;6;0;29460.3;26472.70001;28130.8;24159.70001;25724.2;25723.028574285712;26772.23333633334;3241.08820641434;0.9510565162951535;0.30901699437494745;0.5877852522924732;-0.8090169943749473;0;0;0;1;0;0;0;0;0;0
2022-06-14 23:18:15.225659;131;25492.7;332;2022;6;1;24324.10001;22015.5;20897.2;28237.0;31030.00001;26219.77143142857;26680.756669666665;2816.85183111333;0.9562348265919056;0.29260033563334836;0.5595892624101765;-0.8287700871745038;0;0;0;0;1;0;0;0;0;0
2022-06-15 23:18:15.225659;136;26717.4;353;2022;6;2;25492.7;29324.2;23218.9;27443.3;22396.7;25847.37143142857;26656.560003;2491.5627815213697;0.9611297838723007;0.27609697309746883;0.5307300481619334;-0.8475409228928311;0;0;0;0;0;1;0;0;0;0
2022-06-16 23:18:15.225659;136;28270.3;342;2022;6;3;26717.4;27447.0;22739.7;27620.90001;30548.5;25964.985717142856;26678.206669333336;2596.865097739844;0.9657399376548549;0.2595117970697999;0.5012418134457758;-0.865307254363206;0;0;0;0;0;0;1;0;0;0
2022-06-17 23:18:15.225659;135;27654.8;361;2022;6;4;28270.3;21555.0;25413.9;26300.4;28689.4;26836.385717142857;26723.353336;1758.5212812805908;0.9700639218515071;0.2428497220959356;0.4711595076738638;-0.8820480249558537;0;0;0;0;0;0;0;1;0;0
2022-06-18 23:18:15.225659;141;30688.50001;352;2022;6;5;27654.8;25935.10001;30977.7;28485.2;26344.5;27515.442860000003;26796.796669666663;2211.8250743363365;0.9741004551724205;0.22611568550828828;0.440518784350495;-0.8977433935342337;0;0;0;0;0;0;0;0;1;0
2022-06-19 23:18:15.225659;148;30659.40001;352;2022;6;6;30688.50001;29460.3;30319.20001;21903.40001;31480.6;27686.742861428567;27088.66333633333;2423.826602343865;0.9778483415056568;0.20931464596304847;0.4093559588156213;-0.9123747579707273;0;0;0;0;0;0;0;0;0;1
2022-06-20 23:18:15.225659;126;25357.30002;303;2022;6;0;30659.40001;24324.10001;26472.70001;29420.5;27913.8;27834.34286285714;26953.223337;2206.6584493167484;0.9813064702716093;0.19245158197082998;0.3777079652039649;-0.9259247771938498;0;0;0;1;0;0;0;0;0;0
2022-06-21 23:18:15.225659;120;23727.00001;308;2022;6;1;25357.30002;25492.7;22015.5;25911.8;27644.3;27582.10000714286;26880.396670666665;2587.071635317318;0.9844738167520922;0.1755314904214282;0.3456123126707335;-0.9383773917408641;0;0;0;0;1;0;0;0;0;0
2022-06-22 23:18:15.225659;150;32229.80001;394;2022;6;2;23727.00001;26717.4;29324.2;24942.5;23502.5;28369.585722857144;27123.306671;3073.2748771901224;0.9873494423939864;0.15855938510313475;0.3131070409358269;-0.9497178427914316;0;0;0;0;0;1;0;0;0;0
2022-06-23 23:18:15.225659;127;25141.4;307;2022;6;3;32229.80001;28270.3;27447.0;25361.5;25718.5;27922.60000857143;27115.970004333336;3308.646818808624;0.989932495087353;0.141540295217043;0.28023067519921585;-0.9599326896597447;0;0;0;0;0;0;1;0;0;0
2022-06-24 23:18:15.225659;125;21986.6;309;2022;6;4;25141.4;27654.8;21555.0;26427.6;23887.5;27112.857151428576;26967.936671;4005.36010499236;0.9922222094179323;0.12447926388678915;0.24702218048093552;-0.9690098257244062;0;0;0;0;0;0;0;1;0;0
2022-06-25 23:18:15.225659;123;24639.40002;311;2022;6;5;21986.6;30688.50001;25935.10001;30906.60001;25850.8;26248.70001;26759.030004666667;3749.73005244765;0.994217906893952;0.10738134666416309;0.21352091543979612;-0.9769384927771817;0;0;0;0;0;0;0;0;1;0
2022-06-26 23:18:15.225659;122;26207.8;308;2022;6;6;24639.40002;30659.40001;29460.3;24376.10002;24102.0;25612.757151428574;26820.086670666664;3216.605039546515;0.995918996147179;0.09025161003104117;0.1797665857255624;-0.9837092937736097;0;0;0;0;0;0;0;0;0;1
2022-06-27 23:18:15.225659;155;27150.5;373;2022;6;0;26207.8;25357.30002;24324.10001;34205.0;30325.0;25868.92857714286;26584.936670666662;3263.9269806345164;0.9973249731081555;0.07309512989807777;0.1457991969198751;-0.9893142039703663;0;0;0;1;0;0;0;0;0;0
2022-06-28 23:18:15.225659;118;24003.4;304;2022;6;1;27150.5;23727.00001;25492.7;33393.9;23702.20001;25908.41429;26271.920004;3235.2419034810687;0.9984354211555643;0.055916990100603484;0.11165900712169512;-0.993746580436178;0;0;0;0;1;0;0;0;0;0
2022-06-29 23:18:15.225659;126;25299.9;331;2022;6;2;24003.4;32229.80001;26717.4;28130.8;26629.70001;24918.42857428571;26177.55667066667;1650.7882583342152;0.9992500112396835;0.03872228089217446;0.07738647923346301;-0.9970011699250151;0;0;0;0;0;1;0;0;0;0
2022-06-30 23:18:15.225659;136;27970.5;366;2022;6;3;25299.9;25141.4;28270.3;20897.2;27335.7;25322.585717142854;26413.333337333333;2019.5970720766784;0.9997685019798909;0.021516097436222254;0.04302223300453059;-0.99907411510223;0;0;0;0;0;0;1;0;0;0
2022-07-01 23:18:15.225659;131;27404.0;339;2022;7;4;27970.5;21986.6;27654.8;23218.9;28385.3;26096.50000285714;26552.836670666667;1499.0839125788486;0.9999907397361901;0.004303538296244289;0.008606996888688698;-0.9999629591162655;0;0;1;0;0;0;0;1;0;0
2022-07-02 23:18:15.225659;137;25951.8;343;2022;7;5;27404.0;24639.40002;30688.50001;22739.7;27077.0;26283.985714285714;26659.906670666664;1362.3054569718515;0.9999166586547379;-0.01291029607500882;-0.02581844022713239;-0.9996666485105112;0;0;1;0;0;0;0;0;1;0
2022-07-03 23:18:15.225659;149;27750.3;350;2022;7;6;25951.8;26207.8;30659.40001;25413.9;29567.50001;26504.342857142856;26737.786670666665;1468.5383536668444;0.9995462806873573;-0.030120304846908114;-0.060213277365792774;-0.9981855344718586;0;0;1;0;0;0;0;0;0;1
2022-07-04 23:18:15.225659;140;34218.1;351;2022;7;0;27750.3;27150.5;25357.30002;30977.7;21091.0;27514.0;26845.800004;3288.573823610075;0.9988797155850336;-0.04732138832243185;-0.09453674981719933;-0.9955213724144752;0;0;1;1;0;0;0;0;0;0
2022-07-05 23:18:15.225659;131;31504.60001;339;2022;7;1;34218.1;24003.4;23727.00001;30319.20001;26474.70001;28585.60000142857;26885.313337333333;3174.129720579076;0.9979171608653922;-0.06450844944931623;-0.12874817745258066;-0.99167731989929;0;0;1;0;1;0;0;0;0;0
2022-07-06 23:18:15.225659;141;27587.7;350;2022;7;2;31504.60001;25299.9;32229.80001;26472.70001;24194.2;28912.428572857145;26922.480003666664;2883.945746314979;0.9966589017541702;-0.08167639533042241;-0.16280701293851646;-0.9866579328916572;0;0;1;0;0;1;0;0;0;0
2022-07-07 23:18:15.225659;125;28548.8;331;2022;7;3;27587.7;27970.5;25141.4;22015.5;29001.3;28995.04285857143;27140.25667033333;2860.654903669625;0.9951053111006976;-0.09882013873287143;-0.19667288979357622;-0.9804691603616321;0;0;1;0;0;0;1;0;0;0
